image_name,label,tvt,image_link,x_pos,y_pos,image_uq,true,pred,prob_0,prob_1,prob_2
test_TCGA-55-6971-11A-01-TS1.ece1687e-74b2-43d2-a397-7c630d9b70cf_7_6.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-55-6971-11A-01-TS1.ece1687e-74b2-43d2-a397-7c630d9b70cf_files/5.0/7_6.jpeg,7,6,TCGA-55-6971-11A-01-TS1.ece1687e-74b2-43d2-a397-7c630d9b70cf,0,2,0.2169,0.0237,0.7593
test_TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284_6_3.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284_files/5.0/6_3.jpeg,6,3,TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284,0,2,0.2396,0.166,0.5944
test_TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_1_2.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_files/5.0/1_2.jpeg,1,2,TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f,0,2,0.1193,0.2433,0.6374
test_TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_15_10.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_files/5.0/15_10.jpeg,15,10,TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f,0,2,0.0537,0.3447,0.6015
test_TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284_18_1.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284_files/5.0/18_1.jpeg,18,1,TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284,0,2,0.0783,0.045,0.8767
test_TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284_3_2.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284_files/5.0/3_2.jpeg,3,2,TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284,0,1,0.0439,0.7605,0.1956
test_TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284_28_5.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284_files/5.0/28_5.jpeg,28,5,TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284,0,1,0.0656,0.4676,0.4668
test_TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_8_7.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_files/5.0/8_7.jpeg,8,7,TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f,0,2,0.0956,0.0178,0.8866
test_TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_8_8.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_files/5.0/8_8.jpeg,8,8,TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f,0,2,0.0177,0.2682,0.7141
test_TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_4_2.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_files/5.0/4_2.jpeg,4,2,TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f,0,2,0.0655,0.4078,0.5267
test_TCGA-33-AASB-11A-01-TSA.4E74FA0B-E64F-48B0-BFA3-1C41132CE771_38_4.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-33-AASB-11A-01-TSA.4E74FA0B-E64F-48B0-BFA3-1C41132CE771_files/5.0/38_4.jpeg,38,4,TCGA-33-AASB-11A-01-TSA.4E74FA0B-E64F-48B0-BFA3-1C41132CE771,0,2,0.2216,0.2538,0.5246
test_TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_8_13.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_files/5.0/8_13.jpeg,8,13,TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f,0,2,0.0281,0.2698,0.7021
test_TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_4_5.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_files/5.0/4_5.jpeg,4,5,TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f,0,2,0.0085,0.0082,0.9832
test_TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_8_10.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_files/5.0/8_10.jpeg,8,10,TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f,0,2,0.3308,0.2175,0.4518
test_TCGA-55-6971-11A-01-TS1.ece1687e-74b2-43d2-a397-7c630d9b70cf_8_7.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-55-6971-11A-01-TS1.ece1687e-74b2-43d2-a397-7c630d9b70cf_files/5.0/8_7.jpeg,8,7,TCGA-55-6971-11A-01-TS1.ece1687e-74b2-43d2-a397-7c630d9b70cf,0,2,0.0512,0.0365,0.9123
test_TCGA-33-AASB-11A-01-TSA.4E74FA0B-E64F-48B0-BFA3-1C41132CE771_37_6.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-33-AASB-11A-01-TSA.4E74FA0B-E64F-48B0-BFA3-1C41132CE771_files/5.0/37_6.jpeg,37,6,TCGA-33-AASB-11A-01-TSA.4E74FA0B-E64F-48B0-BFA3-1C41132CE771,0,2,0.061,0.4316,0.5074
test_TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284_17_2.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284_files/5.0/17_2.jpeg,17,2,TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284,0,2,0.1603,0.1674,0.6722
test_TCGA-55-6971-11A-01-TS1.ece1687e-74b2-43d2-a397-7c630d9b70cf_5_2.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-55-6971-11A-01-TS1.ece1687e-74b2-43d2-a397-7c630d9b70cf_files/5.0/5_2.jpeg,5,2,TCGA-55-6971-11A-01-TS1.ece1687e-74b2-43d2-a397-7c630d9b70cf,0,2,0.1694,0.1003,0.7304
test_TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_3_9.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_files/5.0/3_9.jpeg,3,9,TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f,0,2,0.0116,0.484,0.5045
test_TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284_20_1.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284_files/5.0/20_1.jpeg,20,1,TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284,0,2,0.0495,0.3488,0.6017
test_TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_9_9.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_files/5.0/9_9.jpeg,9,9,TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f,0,1,0.0241,0.687,0.2889
test_TCGA-33-AASB-11A-01-TSA.4E74FA0B-E64F-48B0-BFA3-1C41132CE771_36_4.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-33-AASB-11A-01-TSA.4E74FA0B-E64F-48B0-BFA3-1C41132CE771_files/5.0/36_4.jpeg,36,4,TCGA-33-AASB-11A-01-TSA.4E74FA0B-E64F-48B0-BFA3-1C41132CE771,0,2,0.0296,0.0173,0.953
test_TCGA-33-AASB-11A-01-TSA.4E74FA0B-E64F-48B0-BFA3-1C41132CE771_37_10.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-33-AASB-11A-01-TSA.4E74FA0B-E64F-48B0-BFA3-1C41132CE771_files/5.0/37_10.jpeg,37,10,TCGA-33-AASB-11A-01-TSA.4E74FA0B-E64F-48B0-BFA3-1C41132CE771,0,2,0.3073,0.1211,0.5716
test_TCGA-55-6971-11A-01-TS1.ece1687e-74b2-43d2-a397-7c630d9b70cf_6_2.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-55-6971-11A-01-TS1.ece1687e-74b2-43d2-a397-7c630d9b70cf_files/5.0/6_2.jpeg,6,2,TCGA-55-6971-11A-01-TS1.ece1687e-74b2-43d2-a397-7c630d9b70cf,0,1,0.1966,0.5338,0.2695
test_TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_7_6.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_files/5.0/7_6.jpeg,7,6,TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f,0,2,0.0452,0.2929,0.6619
test_TCGA-66-2765-11A-01-BS1.03683356-18f2-4deb-a6ff-867648b60e76_7_9.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-66-2765-11A-01-BS1.03683356-18f2-4deb-a6ff-867648b60e76_files/5.0/7_9.jpeg,7,9,TCGA-66-2765-11A-01-BS1.03683356-18f2-4deb-a6ff-867648b60e76,0,1,0.3075,0.472,0.2205
test_TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_9_8.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_files/5.0/9_8.jpeg,9,8,TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f,0,2,0.0895,0.0992,0.8113
test_TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_4_8.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_files/5.0/4_8.jpeg,4,8,TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f,0,2,0.0305,0.3839,0.5856
test_TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_7_7.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_files/5.0/7_7.jpeg,7,7,TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f,0,2,0.0635,0.1882,0.7483
test_TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_12_12.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_files/5.0/12_12.jpeg,12,12,TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f,0,1,0.1008,0.7261,0.173
test_TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_3_11.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_files/5.0/3_11.jpeg,3,11,TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f,0,1,0.1035,0.7273,0.1692
test_TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_2_7.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_files/5.0/2_7.jpeg,2,7,TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f,0,1,0.0688,0.5003,0.4309
test_TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284_4_2.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284_files/5.0/4_2.jpeg,4,2,TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284,0,2,0.0293,0.1342,0.8365
test_TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284_19_1.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284_files/5.0/19_1.jpeg,19,1,TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284,0,2,0.2213,0.1704,0.6083
test_TCGA-33-AASB-11A-01-TSA.4E74FA0B-E64F-48B0-BFA3-1C41132CE771_36_5.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-33-AASB-11A-01-TSA.4E74FA0B-E64F-48B0-BFA3-1C41132CE771_files/5.0/36_5.jpeg,36,5,TCGA-33-AASB-11A-01-TSA.4E74FA0B-E64F-48B0-BFA3-1C41132CE771,0,2,0.0326,0.3591,0.6083
test_TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284_4_3.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284_files/5.0/4_3.jpeg,4,3,TCGA-55-6969-11A-01-TS1.09a0b800-a11c-4a6e-b95a-f85b573b5284,0,2,0.0316,0.3531,0.6153
test_TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_8_6.jpeg,Solid_Tissue_Normal,test,/content/gdrive/My Drive/Colab Notebooks/DeepPATH/preproc_images5/TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f_files/5.0/8_6.jpeg,8,6,TCGA-66-2759-11A-01-BS1.d509fc55-06c7-4fb7-9c42-a9a62fc3ec5f,0,2,0.046,0.0246,0.9294
